date,store,impressions,clicks,total cost,channel,revenue,ROI,CTR,CPC
2021-06-01,Store A,313511,11003,5922.0,channel_1,34244.84,5.782647754137115,0.035096057235631285,0.5382168499500136
2020-05-15,Store B,184631,8657,5731.890000000001,channel_1,13658.52,2.3828998811910203,0.0468881173800716,0.6621104308651959
2020-05-18,Store A,845273,18592,7072.6,channel_1,35422.89,5.008467890167689,0.021995260702755204,0.38041092943201377
2019-08-22,Store A,422090,9583,4261.639999999999,channel_1,13429.47,3.1512445912841067,0.02270368878675164,0.4447083376813106
2019-09-17,Store B,76275,4468,3280.86,channel_1,5061.73,1.5428058496857529,0.058577515568666014,0.7343017009847806
2019-10-07,Store D,173320,2905,1774.62,channel_1,420.0,0.23667038577272884,0.016760904684975767,0.6108846815834768
2019-10-10,Store B,81260,3923,3026.0,channel_1,4551.48,1.5041242564441506,0.04827713512183116,0.7713484578128983
2022-02-27,Store B,39927,3545,4093.21,channel_1,6271.800000000001,1.5322448640553505,0.08878703634132291,1.1546431593794075
2019-01-12,Store C,124864,1649,1078.14,channel_1,1600.96,1.48492774593281,0.013206368528959508,0.6538144329896908
2019-06-12,Store D,141268,2635,1858.49,channel_1,599.85,0.3227620272371657,0.01865249030212079,0.7053092979127135
2021-12-11,Store D,16158,761,1072.27,channel_1,1994.94,1.860482900761935,0.04709741304616908,1.4090275952693823
2021-08-21,Store D,27994,1329,1288.95,channel_1,1275.47,0.9895418751697118,0.0474744588126027,0.9698645598194131
2021-08-23,Store B,61512,4859,5842.83,channel_1,9156.38,1.567113881458129,0.07899271686825335,1.2024758180695616
2022-01-17,Store B,45671,4530,5364.0,channel_1,9068.06,1.6905406413124533,0.09918766832344376,1.1841059602649007
2020-07-15,Store D,92055,3204,2067.99,channel_1,420.0,0.2030957596506753,0.034805279452501225,0.645440074906367
2019-12-28,Store C,104260,1655,1001.7,channel_1,1879.29,1.8761006289308175,0.015873777095722234,0.6052567975830816
2019-12-03,Store D,85347,2523,1627.46,channel_1,420.0,0.2580708588843965,0.029561671763506627,0.6450495441934205
2020-04-19,Store D,534142,5782,2614.89,channel_1,420.0,0.16061861110792425,0.010824836841139622,0.45224662746454514
2020-03-16,Store D,135920,2549,1802.46,channel_1,420.0,0.23301487966445858,0.018753678634490876,0.7071243624950961
2020-09-23,Store C,122094,2010,1692.1800000000003,channel_1,4565.54,2.6980226689832048,0.016462725441053615,0.8418805970149256
2021-02-02,Store A,412916,11113,4900.7,channel_1,16870.2,3.4424061868712634,0.026913464239700084,0.4409880320345541
2021-06-06,Store A,290396,9646,4762.1,channel_1,33202.52,6.97224333802314,0.03321671097398036,0.4936865021770683
2021-07-13,Store A,278631,9115,5128.41,channel_1,21561.96,4.204414233651366,0.03271351716068923,0.5626341195831047
2019-12-09,Store C,75568,1536,1128.42,channel_1,3000.94,2.6594175927402914,0.020326063942409486,0.7346484375000001
2020-11-23,Store D,29952,1956,1679.4900000000002,channel_1,624.9,0.37207723773288315,0.06530448717948718,0.8586349693251535
2020-11-30,Store B,105708,8657,7303.68,channel_1,10716.3,1.467246648264984,0.08189540999735119,0.8436733279427053
2020-12-15,Store B,62962,4943,4455.51,channel_1,8226.98,1.8464732432426365,0.07850767129379625,0.9013777058466519
2022-07-16,Store B,34593,2716,3182.7300000000005,channel_1,6242.65,1.9614136291799804,0.07851299395831526,1.1718446244477174
2022-08-27,Store A,194195,5767,3954.04,channel_1,10341.95,2.6155400552346464,0.02969695409253585,0.6856320443904976
2019-03-13,Store A,314120,8716,3709.83,channel_1,15504.66,4.179345145195333,0.02774735769769515,0.42563446535107846
2021-10-05,Store D,20010,1194,1352.13,channel_1,3349.17,2.4769585764682387,0.05967016491754123,1.1324371859296483
2021-10-22,Store A,237033,7054,3881.15,channel_1,24123.86,6.215647424088221,0.029759569342665368,0.550205557130706
2022-06-05,Store A,190427,6158,3775.14,channel_1,7505.54,1.9881487838861607,0.032337851250085335,0.6130464436505358
2021-10-01,Store D,18410,1014,1140.6,channel_1,2441.19,2.1402682798527093,0.05507876154263987,1.124852071005917
2022-01-05,Store C,75900,1469,1460.21,channel_1,2860.12,1.958704569890632,0.019354413702239788,0.9940163376446562
2022-02-05,Store D,23081,1235,1301.13,channel_1,2050.6,1.5760146949190317,0.053507213725575146,1.0535465587044535
2022-02-08,Store C,71272,1442,1480.0299999999995,channel_1,3640.6,2.4598150037499247,0.020232349309686832,1.0263730929264907
2020-06-10,Store C,174560,3017,1849.27,channel_1,4544.28,2.4573372195514986,0.01728345554537122,0.6129499502817368
2019-02-19,Store A,384219,9703,3913.3,channel_1,16132.15,4.122390309968568,0.025253826593687453,0.4033082551788107
2020-02-14,Store A,352848,8563,3683.1,channel_1,25558.509999999995,6.939401591051015,0.0242682401487326,0.43011794931682823
2021-03-18,Store C,90092,1956,1746.3,channel_1,4894.17,2.802594056004123,0.021711139723837855,0.8927914110429448
2019-10-10,Store C,69980,1438,1189.08,channel_1,5024.55,4.225577757594107,0.020548728208059447,0.8268984700973574
2022-02-20,Store A,337599,7885,3842.26,channel_1,23515.26,6.1201636536829875,0.02335611183682416,0.487287254280279
2022-02-23,Store B,42266,3199,3387.11,channel_1,5468.289999999999,1.614441219800951,0.0756873136800265,1.0588027508596436
2022-05-02,Store A,288524,7668,4292.41,channel_1,21659.71,5.046048723211436,0.02657664527041078,0.559782211789254
2019-01-20,Store C,129014,1673,1034.01,channel_1,1758.74,1.700892641270394,0.012967584913265226,0.6180573819485954
2019-02-23,Store B,100859,5295,3861.36,channel_1,6320.389999999999,1.6368300287981434,0.052499033303919335,0.7292464589235128
2020-05-29,Store C,183772,2652,1644.21,channel_1,9343.2,5.6824858138558945,0.014430925276973641,0.6199886877828055
2020-09-12,Store A,656499,12569,4982.1,channel_1,22149.13,4.445741755484635,0.01914549755597495,0.3963799824966187
2020-09-13,Store D,72729,2011,1568.57,channel_1,420.0,0.2677598067029205,0.027650593298409163,0.7799950273495773
2020-05-01,Store D,381424,5189,2416.54,channel_1,420.0,0.17380221308151325,0.013604282897772558,0.4657043746386587
2022-03-10,Store C,88428,1443,1634.95,channel_1,4141.03,2.5328175173552707,0.016318360700230697,1.133021483021483
2021-03-18,Store B,64043,5520,5213.95,channel_1,8624.64,1.6541470478236269,0.08619208968973971,0.9445561594202898
2020-07-17,Store B,132192,7352,5354.610000000001,channel_1,9271.94,1.7315808247472737,0.0556160735899298,0.728320184983678
2022-05-09,Store B,37485,3478,4380.81,channel_1,7008.6,1.5998411252713538,0.09278378017873816,1.2595773433007478
2022-05-06,Store A,224778,5993,3415.0300000000007,channel_1,12613.61,3.693557596858592,0.026661861925989197,0.5698364758885367
2022-07-01,Store C,40737,747,940.81,channel_1,1284.4499999999998,1.3652597230046448,0.018337138228146404,1.2594511378848727
2022-08-15,Store B,55776,3566,4841.57,channel_1,6460.92,1.3344679515115965,0.06393430866322433,1.357703309029725
2019-02-26,Store C,91029,1777,1243.1,channel_1,3059.5,2.4611857453141344,0.019521251469311978,0.6995498030388294
2021-01-29,Store B,59132,4721,4510.94,channel_1,9672.6,2.144253747555942,0.07983832780896977,0.9555051895784791
2021-04-26,Store D,36113,2534,2294.75,channel_1,6181.310000000001,2.69367469223227,0.07016863733281643,0.9055840568271507
2019-10-13,Store C,59359,1066,876.3,channel_1,1899.54,2.1676823005819927,0.01795852356003302,0.8220450281425891
2019-10-17,Store A,375984,8997,4105.900000000001,channel_1,23590.13,5.7454224408777606,0.023929209753606538,0.45636323218850733
2021-08-28,Store D,27600,1337,1337.89,channel_1,1943.33,1.4525334668769478,0.04844202898550724,1.000665669409125
2022-07-06,Store D,21556,1064,1156.08,channel_1,3532.4400000000005,3.055532489101101,0.04935980701428837,1.0865413533834585
2022-08-05,Store D,30962,1086,1194.8,channel_1,3084.3600000000006,2.5814864412453975,0.03507525353659324,1.1001841620626152
2021-09-26,Store B,49212,3491,3977.85,channel_1,7591.65,1.9084807119423808,0.07093798260586849,1.1394586078487539
2020-12-27,Store D,20190,1552,1352.9,channel_1,547.75,0.4048710178135856,0.07686973749380882,0.8717139175257732
2019-03-28,Store C,78807,1741,1354.17,channel_1,2136.34,1.5776010397512867,0.022091946146915883,0.7778116025272832
2019-01-01,Store C,77612,1319,842.45,channel_1,1485.35,1.7631313431064155,0.016994794619388753,0.6387035633055346
2019-01-31,Store D,181315,2480,1500.19,channel_1,420.0,0.2799645378252088,0.013677853459449026,0.6049153225806452
2020-02-22,Store C,98466,1619,1151.02,channel_1,1749.18,1.5196781984674463,0.016442223711738063,0.7109450277949352
2021-01-18,Store D,33578,2114,1960.01,channel_1,3284.44,1.675726144254366,0.06295788909404967,0.9271570482497635
2019-07-27,Store D,109679,2048,1747.26,channel_1,420.0,0.24037636070189897,0.01867267207031428,0.853154296875
2020-06-28,Store B,157708,8379,6642.81,channel_1,13672.77,2.058281058768804,0.05312983488472366,0.7927926960257787
2020-05-18,Store C,305590,3912,2203.29,channel_1,5460.24,2.478221205560775,0.012801466016558134,0.563213190184049
2019-09-10,Store B,93991,4913,3503.23,channel_1,5525.609999999999,1.5772901008497868,0.05227096211339383,0.7130531243639324
2019-10-09,Store C,69990,1486,1170.85,channel_1,3201.93,2.7347055557928,0.021231604514930703,0.7879205921938088
2019-04-13,Store B,97708,5420,3483.67,channel_1,4633.32,1.3300111663848757,0.05547140459327793,0.6427435424354244
2020-01-31,Store C,175534,1812,1152.97,channel_1,1892.05,1.6410227499414554,0.010322786468718311,0.6362969094922738
2020-08-01,Store A,699496,14507,5560.66,channel_1,35124.74,6.316649462473879,0.020739217951210587,0.3833087475012063
2020-10-05,Store D,49878,2332,1750.66,channel_1,475.95,0.2718688951595398,0.04675407995509042,0.7507118353344768
2022-02-27,Store A,346969,7800,3700.91,channel_1,17503.67,4.729558405905574,0.022480394502102492,0.474475641025641
2022-03-03,Store B,39573,3340,3658.95,channel_1,7012.529999999999,1.91654163079572,0.08440098046647967,1.095494011976048
2022-05-01,Store C,60488,996,1049.23,channel_1,2076.09,1.978679603137539,0.016466075915884143,1.0534437751004015
2019-04-27,Store C,53233,1051,916.81,channel_1,1162.19,1.267645422715721,0.019743392256682885,0.8723215984776402
2019-06-27,Store B,85061,5157,3586.92,channel_1,5482.83,1.5285621089960189,0.060627079390084763,0.695543920884235
2021-08-16,Store A,290704,8707,4880.33,channel_1,18631.79,3.817731587822955,0.02995142825692113,0.5605064890318134
2021-08-12,Store C,83499,1394,1374.86,channel_1,5061.34,3.681349373754419,0.016694810716296003,0.9862697274031563
2019-09-02,Store B,102298,5733,4173.74,channel_1,7928.62,1.8996439644060243,0.056042151361707954,0.7280202337345194
2019-03-13,Store C,113224,1934,1430.81,channel_1,3762.12,2.6293637869458557,0.01708118420122942,0.7398190279214064
2019-03-21,Store A,317784,8758,3724.93,channel_1,25065.6,6.729146587989573,0.027559600231603858,0.42531742406942225
2021-04-22,Store A,314676,11016,5820.6,channel_1,39252.56,6.743730886850152,0.03500743622011211,0.5283769063180829
2020-11-29,Store C,48495,1095,1026.39,channel_1,2301.54,2.2423640136790106,0.022579647386328488,0.9373424657534247
2022-09-06,Store B,35212,2758,2991.46,channel_1,5886.75,1.9678518181757403,0.07832557082812677,1.08464829586657
2022-01-20,Store C,69083,1502,1460.97,channel_1,4956.78,3.3928006735251235,0.02174196256676751,0.9726830892143808
2021-02-08,Store C,71560,1897,1554.94,channel_1,5632.200000000001,3.622133329903405,0.026509223029625488,0.8196837111228256
2021-11-21,Store C,33344,770,830.28,channel_1,1974.1,2.3776316423375246,0.0230926103646833,1.0782857142857143
2019-12-07,Store D,61165,1898,1280.9199999999998,channel_1,420.0,0.32788932954439,0.031030818278427207,0.6748788198103266
2021-05-14,Store D,36785,1659,1557.31,channel_1,2796.84,1.7959430042830267,0.04509990485252141,0.9387040385774562
2021-05-18,Store C,68423,1452,1427.11,channel_1,5129.96,3.594649326260765,0.02122093448109554,0.982858126721763
2021-03-25,Store C,94936,1816,1671.4699999999998,channel_1,4449.099999999999,2.661788724894853,0.019128676160782,0.9204129955947136
2021-04-02,Store B,54069,5298,5374.65,channel_1,8941.21,1.6635892569748727,0.09798590689674305,1.0144677236693092
2020-11-10,Store C,68645,1536,1400.66,channel_1,5439.75,3.883704824868276,0.022375992424794232,0.9118880208333334
2020-07-26,Store D,104758,3018,1974.66,channel_1,544.95,0.27597155966090364,0.028809255617709386,0.6542942345924454
2022-06-09,Store A,199750,6062,3555.44,channel_1,14157.24,3.981853160227707,0.03034793491864831,0.5865127020785219
2019-10-19,Store D,118421,2268,1495.95,channel_1,420.0,0.2807580467261606,0.019152008512003785,0.6595899470899471
2020-12-29,Store C,116540,1847,1413.25,channel_1,6804.23,4.814597558818326,0.015848635661575426,0.7651597184623714
2020-12-30,Store D,25218,1800,1607.51,channel_1,2035.52,1.2662565085131663,0.07137758743754462,0.8930611111111111
2019-04-01,Store A,417338,9953,3999.04,channel_1,25633.090000000004,6.409810854605106,0.02384877485395531,0.4017924243946549
2020-03-01,Store A,416909,10098,3848.29,channel_1,19010.35,4.93994735324001,0.024221113000678807,0.3810942760942761
2019-02-01,Store B,91900,5320,4057.4,channel_1,5798.25,1.429055552817075,0.05788900979325354,0.7626691729323308
2020-02-12,Store D,170886,2661,1524.5499999999995,channel_1,420.0,0.2754911285297302,0.015571784698570977,0.5729237128898909
2019-05-17,Store B,88592,5176,3494.0700000000006,channel_1,4337.4400000000005,1.2413718099522906,0.05842513996749142,0.6750521638330759
2019-08-15,Store D,214925,2737,1618.81,channel_1,420.0,0.25944984278575006,0.012734674886588344,0.5914541468761417
2020-08-09,Store A,797847,15821,6072.93,channel_1,40232.25,6.624849948871467,0.019829616455285286,0.3838524745591303
2019-09-09,Store A,465324,10335,4607.84,channel_1,24815.29,5.3854495815826935,0.02221033086623514,0.44584808901790035
2021-05-21,Store B,45693,4283,4382.150000000001,channel_1,8142.470000000001,1.8580993348014103,0.09373427001947782,1.0231496614522533
2021-01-10,Store B,72796,6111,6217.960000000001,channel_1,13831.52,2.224446603065957,0.08394692016044837,1.017502863688431
2020-06-06,Store C,134549,2306,1364.14,channel_1,2601.75,1.9072455906285277,0.01713873756029402,0.591561144839549
2021-12-07,Store D,18574,1091,1245.65,channel_1,8498.49,6.822534419780837,0.058738020889415314,1.1417506874427132
2021-08-19,Store B,46777,4466,5294.58,channel_1,9715.21,1.8349349712347343,0.09547427154370738,1.1855306762203315
2020-02-02,Store C,138861,1289,848.12,channel_1,1579.73,1.8626255718530398,0.009282663958922951,0.6579674166020171
2020-04-12,Store D,373240,4802,2328.8900000000003,channel_1,526.8399999999999,0.226219357719772,0.012865716429107277,0.48498334027488554
2020-03-31,Store A,457836,8898,3802.13,channel_1,8694.11,2.286641961216476,0.019434906822530337,0.4273016408181614
2020-07-07,Store D,131008,4347,2517.75,channel_1,446.9,0.17749975176248634,0.0331811797752809,0.5791925465838509
2020-11-03,Store A,327061,8052,4045.59,channel_1,12046.190000000002,2.977610187883597,0.024619260627222445,0.5024329359165425
2019-11-09,Store D,98872,1992,1491.4699999999998,channel_1,579.9,0.3888110387738272,0.020147261105267416,0.7487299196787147
2019-03-10,Store C,115412,1737,1222.0700000000002,channel_1,3146.1900000000005,2.5744760938407785,0.015050428031747132,0.7035521013241222
2021-06-22,Store D,41173,1943,1745.87,channel_1,3818.9,2.1873908137490194,0.047191120394433246,0.8985434894493052
2020-08-31,Store C,194979,2688,1947.6600000000003,channel_1,7653.85,3.9297670024542266,0.013786100041542935,0.724575892857143
2022-03-11,Store C,77076,1245,1462.2800000000002,channel_1,3155.73,2.158088738134967,0.01615288805853962,1.1745220883534138
2020-08-24,Store A,804121,15504,6561.279999999999,channel_1,36791.92,5.60743025751073,0.019280680395114665,0.42319917440660465
2019-12-19,Store C,69271,1434,1191.67,channel_1,2087.8900000000003,1.7520706235786754,0.020701303575810945,0.8310111576011158
2021-02-05,Store B,54481,4489,4765.07,channel_1,7766.27,1.6298333497724065,0.08239569758264349,1.0614992203163287
2021-07-18,Store D,37760,1497,1422.0499999999995,channel_1,2703.61,1.9012060054147188,0.03964512711864407,0.9499331997327985
2020-08-25,Store D,72304,2272,1644.67,channel_1,420.0,0.2553703782521722,0.031422881168400085,0.7238864436619719
2019-12-05,Store B,94713,4856,3291.85,channel_1,3791.49,1.1517809134681105,0.051270680899137396,0.6778933278418451
2022-01-06,Store D,24364,1082,1049.95,channel_1,5594.34,5.3281965807895615,0.044409784928583156,0.9703789279112754
2021-04-23,Store D,34051,1988,1804.36,channel_1,9460.22,5.242978119665699,0.058383013714722036,0.9076257545271629
2020-11-11,Store B,70224,5686,4963.52,channel_1,9726.32,1.9595609567403776,0.08096946912736386,0.872937038339782
2021-09-16,Store D,26009,1406,1274.65,channel_1,3699.14,2.902082924724434,0.05405821061940098,0.9065789473684212
2021-09-23,Store B,87931,3823,4333.25,channel_1,7320.22,1.6893140252697167,0.04347727195187135,1.1334684802511117
2021-10-11,Store A,204136,7647,4312.92,channel_1,21854.2,5.067147083646346,0.03746032057059999,0.5640015692428403
2022-06-13,Store A,195482,6336,3794.4,channel_1,16351.8,4.3094560404807085,0.032412191403812116,0.5988636363636364
2019-10-18,Store C,62031,1218,962.55,channel_1,1564.54,1.6254116669263934,0.019635343618513323,0.7902709359605911
2020-12-25,Store C,10403,604,603.59,channel_1,713.8,1.1825908315247105,0.05806017494953379,0.9993211920529802
2019-03-27,Store D,160871,2923,2057.24,channel_1,1127.14,0.5478894052225313,0.018169837944688603,0.7038111529250769
2019-03-28,Store B,118666,6102,4116.32,channel_1,6288.57,1.5277165040618805,0.05142163720020899,0.674585381842019
2020-06-09,Store C,169104,2952,1846.17,channel_1,5980.4,3.2393549889771793,0.017456713028668747,0.6253963414634146
2019-02-19,Store B,103452,5246,3999.18,channel_1,5961.84,1.4907656069494248,0.050709507791052856,0.7623293938238658
2019-02-04,Store B,102759,5637,4339.45,channel_1,6051.12,1.3944439963589856,0.05485650891892681,0.7698155047010821
